OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
CEDEN,California State Water Resources Control Board,CEDEN--2145635665,Sample-Routine,Water,,2016-09-14,12:03:00,PST,,,,,,,,,,,KHSA_Baseline_2016,,CEDEN-KR15626_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.153,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,129,CEDEN,SM 4500-P F,,IEH,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145628118,Sample-Routine,Water,,2016-10-12,11:33:00,PST,,,,,,,,,,,KHSA_Baseline_2016,,CEDEN-KR15626_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Nitrogen,Total,0.757,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,4056,CEDEN,SM 4500-N C,,IEH,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145628118,Sample-Routine,Water,,2016-10-12,11:33:00,PST,,,,,,,,,,,KHSA_Baseline_2016,,CEDEN-KR15626_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.152,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,129,CEDEN,SM 4500-P F,,IEH,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145628118,Sample-Routine,Water,,2016-10-12,11:33:00,PST,,,,,,,,,,,KHSA_Baseline_2016,,CEDEN-KR15626_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,4.73,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,207,CEDEN,SM 5310 B,,IEH,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145627797,Sample-Routine,Water,,2016-11-16,11:42:00,PST,,,,,,,,,,,KHSA_Baseline_2016,,CEDEN-KR15626_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Nitrogen,Total,0.916,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,4056,CEDEN,SM 4500-N C,,IEH,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145627797,Sample-Routine,Water,,2016-11-16,11:42:00,PST,,,,,,,,,,,KHSA_Baseline_2016,,CEDEN-KR15626_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,4.56,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,207,CEDEN,SM 5310 B,,IEH,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145627797,Sample-Routine,Water,,2016-11-16,11:42:00,PST,,,,,,,,,,,KHSA_Baseline_2016,,CEDEN-KR15626_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.129,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,129,CEDEN,SM 4500-P F,,IEH,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145629911,Sample-Routine,Water,,2016-12-14,12:10:00,PST,,,,,,,,,,,KHSA_Baseline_2016,,CEDEN-KR15626_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Nitrogen,Total,0.949,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,4056,CEDEN,SM 4500-N C,,IEH,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145629911,Sample-Routine,Water,,2016-12-14,12:10:00,PST,,,,,,,,,,,KHSA_Baseline_2016,,CEDEN-KR15626_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,4.02,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,207,CEDEN,SM 5310 B,,IEH,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145629911,Sample-Routine,Water,,2016-12-14,12:10:00,PST,,,,,,,,,,,KHSA_Baseline_2016,,CEDEN-KR15626_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.097,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,129,CEDEN,SM 4500-P F,,IEH,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145624527,Sample-Routine,Water,,2009-06-24,16:40:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.15,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,181,CEDEN,EPA 365.4,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145624527,Sample-Routine,Water,,2009-06-24,16:40:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Nitrogen,Total,0.61,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,4056,CEDEN,SM 4500-N C,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145624527,Sample-Routine,Water,,2009-06-24,16:40:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,6.53,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,62,CEDEN,EPA 415.1,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145624513,Sample-Routine,Water,,2009-07-22,16:00:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.36,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,181,CEDEN,EPA 365.4,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145624513,Sample-Routine,Water,,2009-07-22,16:00:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,5.67,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,62,CEDEN,EPA 415.1,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145624513,Sample-Routine,Water,,2009-07-22,16:00:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Nitrogen,Total,0.78,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,4056,CEDEN,SM 4500-N C,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145635658,Sample-Routine,Water,,2009-09-15,09:00:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Nitrogen,Total,0.84,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,4056,CEDEN,SM 4500-N C,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145635658,Sample-Routine,Water,,2009-09-15,09:00:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,5.53,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,62,CEDEN,EPA 415.1,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145635658,Sample-Routine,Water,,2009-09-15,09:00:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.34,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,181,CEDEN,EPA 365.4,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145633654,Sample-Routine,Water,,2009-10-13,12:55:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.21,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,181,CEDEN,EPA 365.4,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145633654,Sample-Routine,Water,,2009-10-13,12:55:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Nitrogen,Total,2.84,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,4056,CEDEN,SM 4500-N C,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145633654,Sample-Routine,Water,,2009-10-13,12:55:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,6.73,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,62,CEDEN,EPA 415.1,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145635623,Sample-Routine,Water,,2009-11-17,09:30:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,5.15,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,62,CEDEN,EPA 415.1,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145635623,Sample-Routine,Water,,2009-11-17,09:30:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Nitrogen,Total,1.52,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,4056,CEDEN,SM 4500-N C,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145635623,Sample-Routine,Water,,2009-11-17,09:30:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.08,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,181,CEDEN,EPA 365.4,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145627671,Sample-Routine,Water,,2009-12-15,09:40:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,4.92,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,62,CEDEN,EPA 415.1,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145627671,Sample-Routine,Water,,2009-12-15,09:40:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Nitrogen,Total,1.81,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,4056,CEDEN,SM 4500-N C,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145627671,Sample-Routine,Water,,2009-12-15,09:40:00,PST,,,,,,,,,,,KHSA_Baseline_2009,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.071,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,181,CEDEN,EPA 365.4,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145630652,Sample-Routine,Water,,2010-02-17,11:40:00,PST,,,,,,,,,,,KHSA_Baseline_2010,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.097,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,181,CEDEN,EPA 365.4,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145630652,Sample-Routine,Water,,2010-02-17,11:40:00,PST,,,,,,,,,,,KHSA_Baseline_2010,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,4.42,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,62,CEDEN,EPA 415.1,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145630652,Sample-Routine,Water,,2010-02-17,11:40:00,PST,,,,,,,,,,,KHSA_Baseline_2010,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Nitrogen,Total,1.38,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,4056,CEDEN,SM 4500-N C,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145627153,Sample-Routine,Water,,2010-04-14,10:20:00,PST,,,,,,,,,,,KHSA_Baseline_2010,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,4.72,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,62,CEDEN,EPA 415.1,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145627153,Sample-Routine,Water,,2010-04-14,10:20:00,PST,,,,,,,,,,,KHSA_Baseline_2010,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.15,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,181,CEDEN,EPA 365.4,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145627153,Sample-Routine,Water,,2010-04-14,10:20:00,PST,,,,,,,,,,,KHSA_Baseline_2010,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Nitrogen,Total,1.06,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,4056,CEDEN,SM 4500-N C,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145634320,Sample-Routine,Water,,2010-05-12,14:40:00,PST,,,,,,,,,,,KHSA_Baseline_2010,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Nitrogen,Total,0.57,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,4056,CEDEN,SM 4500-N C,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145634320,Sample-Routine,Water,,2010-05-12,14:40:00,PST,,,,,,,,,,,KHSA_Baseline_2010,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,4.22,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,62,CEDEN,EPA 415.1,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145634320,Sample-Routine,Water,,2010-05-12,14:40:00,PST,,,,,,,,,,,KHSA_Baseline_2010,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.14,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,181,CEDEN,EPA 365.4,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145626966,Sample-Routine,Water,,2010-06-16,15:20:00,PST,,,,,,,,,,,KHSA_Baseline_2010,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Nitrogen,Total,0.46,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,4056,CEDEN,SM 4500-N C,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145626966,Sample-Routine,Water,,2010-06-16,15:20:00,PST,,,,,,,,,,,KHSA_Baseline_2010,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.12,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,181,CEDEN,EPA 365.4,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145626966,Sample-Routine,Water,,2010-06-16,15:20:00,PST,,,,,,,,,,,KHSA_Baseline_2010,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,4.55,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,62,CEDEN,EPA 415.1,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145626409,Sample-Routine,Water,,2010-07-14,17:00:00,PST,,,,,,,,,,,KHSA_Baseline_2010,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,4.77,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,62,CEDEN,EPA 415.1,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145626409,Sample-Routine,Water,,2010-07-14,17:00:00,PST,,,,,,,,,,,KHSA_Baseline_2010,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.14,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,181,CEDEN,EPA 365.4,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145626409,Sample-Routine,Water,,2010-07-14,17:00:00,PST,,,,,,,,,,,KHSA_Baseline_2010,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Nitrogen,Total,0.61,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,4056,CEDEN,SM 4500-N C,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145625206,Sample-Routine,Water,,2010-08-18,11:15:00,PST,,,,,,,,,,,KHSA_Baseline_2010,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,5.4,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,62,CEDEN,EPA 415.1,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145625206,Sample-Routine,Water,,2010-08-18,11:15:00,PST,,,,,,,,,,,KHSA_Baseline_2010,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Nitrogen,Total,1.1,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,4056,CEDEN,SM 4500-N C,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145625206,Sample-Routine,Water,,2010-08-18,11:15:00,PST,,,,,,,,,,,KHSA_Baseline_2010,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.16,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,181,CEDEN,EPA 365.4,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145628611,Sample-Routine,Water,,2010-09-15,12:20:00,PST,,,,,,,,,,,KHSA_Baseline_2010,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,5.66,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,62,CEDEN,EPA 415.1,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145628611,Sample-Routine,Water,,2010-09-15,12:20:00,PST,,,,,,,,,,,KHSA_Baseline_2010,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Nitrogen,Total,1.46,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,4056,CEDEN,SM 4500-N C,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145628611,Sample-Routine,Water,,2010-09-15,12:20:00,PST,,,,,,,,,,,KHSA_Baseline_2010,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.14,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,181,CEDEN,EPA 365.4,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145636468,Sample-Routine,Water,,2010-10-20,13:00:00,PST,,,,,,,,,,,KHSA_Baseline_2010,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Nitrogen,Total,1.7,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,4056,CEDEN,SM 4500-N C,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145636468,Sample-Routine,Water,,2010-10-20,13:00:00,PST,,,,,,,,,,,KHSA_Baseline_2010,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.18,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,181,CEDEN,EPA 365.4,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145636468,Sample-Routine,Water,,2010-10-20,13:00:00,PST,,,,,,,,,,,KHSA_Baseline_2010,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,6,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,62,CEDEN,EPA 415.1,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145627636,Sample-Routine,Water,,2010-11-17,10:00:00,PST,,,,,,,,,,,KHSA_Baseline_2010,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,5.3,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,62,CEDEN,EPA 415.1,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145627636,Sample-Routine,Water,,2010-11-17,10:00:00,PST,,,,,,,,,,,KHSA_Baseline_2010,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.087,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,181,CEDEN,EPA 365.4,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145627636,Sample-Routine,Water,,2010-11-17,10:00:00,PST,,,,,,,,,,,KHSA_Baseline_2010,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Nitrogen,Total,1.76,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,4056,CEDEN,SM 4500-N C,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145635581,Sample-Routine,Water,,2010-12-15,09:30:00,PST,,,,,,,,,,,KHSA_Baseline_2010,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Nitrogen,Total,1.94,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,4056,CEDEN,SM 4500-N C,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145635581,Sample-Routine,Water,,2010-12-15,09:30:00,PST,,,,,,,,,,,KHSA_Baseline_2010,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.11,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,181,CEDEN,EPA 365.4,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145635581,Sample-Routine,Water,,2010-12-15,09:30:00,PST,,,,,,,,,,,KHSA_Baseline_2010,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Organic carbon,Dissolved,4.72,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,62,CEDEN,EPA 415.1,,CH2MHILL,1950-01-01,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145628953,Sample-Routine,Water,,2011-02-16,11:00:00,PST,,,,,,,,,,,KHSA_Baseline_2011,,CEDEN-KR19645_KHSA,,,,,Water_Grab,CEDEN,Water_Grab,Miscellaneous (Other),,Phosphorus,Total,0.056,mg/l,,Final,,Actual,,,,,,1,,0.5,m,,,,181,CEDEN,EPA 365.4,,CH2MHILL,1950-01-01,,,,,,STORET
